category,favourite,audio_name,dua_transliteration,english_translation,dua_id,dua_title,dua_arabic,additional_info,counter,reference,urdu_translation,id
Blessings,np,dua_121,"maa shaa’ allaahu laa quwwata illaa billaah","(This is) what Allah wills, and there is no might except by Allah",121,"Dua when seeing something you like about yourself or your possessions","مَاشَاء اللَّهُ لَا قُوَّةَ إلاَّ بِاللَّهِ",na,0,"Surah Al-Kahf (ayah:39)","جو الله چاہے تو ہوتا ہے اور الله کی مدد کے سوا کوئی طاقت نہیں",56
Blessings,no,dua_122,"al-laahum-ma sal-lee ‘alaa aali [the giver of the charity]","O Allah send prayers upon the family of [the giver of charity]",122,"Dua for the person who gives in charity","ٱللَّهُمَّ صَلِّ عَلَى آلِ [ فُلاَنٍ  ]","Narrated 'Abdullah bin Abu Aufa : Whenever a person came to the Prophet (May peace be upon him) with his alms, the Prophet (May peace be upon him) would say, ""O Allah! Send your Blessings upon so and so.""My father went to the Prophet (May peace be upon him) with his alms and the Prophet (May peace be upon him) said, ""O Allah! Send your blessings upon the offspring of Abu Aufa",0,"""Sahih al-Bukhari 1497, In-book reference : Book 24, Hadith 98, USC-MSA web (English) reference : Vol. 2, Book 24, Hadith 574""","اے اللہ ! آل [صدقہ دینے والے کا نام] کو خیر و برکت عطا فرما",57
Blessings,no,dua_123,"allaahumma baarik lanaa fee thamarinaa, wa baarik lanaa fee madeenatinaa, wa baarik lanaa fee saa‛inaa, wa baarik lanaa fee muddinaa","O Allah, bless our fruit for us, bless our town for us, bless our saAA for us and bless our mudd for us",123,"Dua upon seeing the early or premature fruit","ٱللَّهُمَّ بَارِكْ لَنَا فِي ثَمَرِنَا وَبَارِكْ لَنَا فِي مَدِينَتِنَا وَبَارِكْ لَنَا فِي صَاعِنَا وَبَارِكْ لَنَا فِي مُدِّنَا","Abu Huraira (Allah be pleased with him) reported that when the people saw the first fruit (of the season or of plantation) they brought it to Allah's Apostle (May peace be upon him). When he received it he said: O Allah, bless us in our fruits; and bless us in our city; and bless us in our sa's and bless us in our mudd. O Allah, Ibrahim was Thy servant, Thy friend, and Thy apostle; and I am Thy servant and Thy apostle. He (Ibrahim) made supplication to Thee for (the showering of blessings upon) Mecca, and I am making supplication to Thee for Medina just as he made supplication to Thee for Mecca, and the like of it in addition. He would then call to him the youngest child and give him these fruits.",0,"""Sahih Muslim 1373 a, In-book reference : Book 15, Hadith 538, USC-MSA web (English) reference : Book 7, Hadith 3170""","اے اللہ، پھل میں برکتیں عطا فرما اور ہمارے شہر میں برکتیں عطا فرما اور ہماری فصل (فلور) کے وزن میں برکتیں عطا فرما",58
Travelling,no,dua_126,"allaahu akbar","Allah is the greatest",126,"Dua while ascending (or going uphill)","اللهُ أَكْبَرُ","""Narrated Jabir bin `Abdullah:
                     
Whenever we went up a place we would say, """"Allahu--Akbar (i.e. Allah is Greater)""""""",0,"""Sahih al-Bukhari 2993, In-book reference : Book 56, Hadith 202, USC-MSA web (English) reference : Vol. 4, Book 52, Hadith 236""","اللہ سب سے بڑا ہے",143
Travelling,no,dua_127,subhaan-allaah,"How far from imperfections Allah is",127,"Dua while descending (or going downhill)","سُبْحَانَ اللهِ","""Narrated Jabir bin `Abdullah: Whenever 
we went down a place we would say, """"Subhan Allah.""""""",0,"""Sahih al-Bukhari 2993, In-book reference : Book 56, Hadith 202, USC-MSA web (English) reference : Vol. 4, Book 52, Hadith 236""","پاک ہے اللہ",144
Travelling,no,dua_128,"allaahummaṭ-wi lahul-ba‛eeda, wa hawwin ‛alayhi-ssafar","O Allah shorten the distant for him and ease his journey",128,"Dua of the resident for the traveler","ٱللَّهُمَّ اطْوِ لَهُ الأَرْضَ وَهَوِّنْ عَلَيْهِ السَّفَرَ","""Abu Hurairah [may Allah be pleased with him] narrated that :
                     
a man said: “O Messenger of Allah (May peace be upon him), I intend to travel, so advise 
me.” He said, “Hold fast to the Taqwa of Allah, and (say the) Takbir 
upon every elevated place.” So when the man turned away he said: “O 
Allah make near for him the distance, and ease for him the journey 
(Allāhummaṭwi lahul-arḍa wa hawwin `alaihis-safar).”""",0,"""Abu Hurairah [may Allah be pleased with him] narrated that :
                     
a man said: “O Messenger of Allah (May peace be upon him), I intend to travel, so advise 
me.” He said, “Hold fast to the Taqwa of Allah, and (say the) Takbir 
upon every elevated place.” So when the man turned away he said: “O 
Allah make near for him the distance, and ease for him the journey 
(Allāhummaṭwi lahul-arḍa wa hawwin `alaihis-safar).”""","اے اللہ اس کیلئے زمین کی مسافت کو کم کر دے اور اس پر سفر آسان کر۔",145
Travelling,no,dua_129,"allaahumma innee a‛oodhu bika an adilla aw udalla, aw azilla aw uzalla, aw azlima aw uzlama, aw ajhala aw yujhala ‛alayy","O Allah, I seek refuge with You lest I should stray or be led astray, or slip (i.e. to commit a sin unintentionally) or be tripped, or oppress or be oppressed, or behave foolishly or be treated foolishly",129,"Dua when leaving the house","ٱللَّهُمَّ إِنِّي أَعُوذُ بِكَ أَنْ أَضِلَّ أَوْ أُضَلَّ أَوْ أَزِلَّ أَوْ أُزَلَّ أَوْ أَظْلِمَ أَوْ أُظْلَمَ أَوْ أَجْهَلَ أَوْ يُجْهَلَ عَلَىَّ","""Umm Salamah narrated that :
When the Prophet (May peace be upon him) would leave his house, he would say: “In the Name of Allah, I place my trust in Allah. O Allah! We seek refuge in You from slipping unintentionally or becoming misguided, or committing oppression or being oppressed, or acting ignorantly or being treated ignorantly (Bismillāh, tawakkaltu `alallāh. Allāhumma, innā na`ūdhu bika min an nazilla aw naḍilla, aw naẓlima aw nuẓlam, aw najhala aw yujhala alainā).”
""",0,"""Sunan Abi Dawud 5094, In-book reference : Book 43, Hadith 322, English translation : Book 42, Hadith 5075""","اللہ کے نام سے، میں نے اللہ ہی پر بھروسہ کیا۔ اے اللہ میں تجھ سے اس سے پناہ ماتا ہ ہوں کہ میں پھسل جاؤں یا بھٹک جاؤں یا میں کسی پر یا کوئی مجھ پر ظلم کرے یا میں جہالت میں پزھاؤں یا کوئی مجھ سے جہالت کرے۔",146
Morning/Evening,no,dua_136,"a‛oodh-u bikalimaat-i-llah-i-ttaammat-i min ghadabih-i wa‛iqaabih-i , washarri ‛ibaadih-i wamin hamazaat-i-shshayaateen-i wa’an yahduroon-i","I seek refuge in the perfect words of Allah from His anger and punishment, and from the evil of His slaves, and from the madness and appearance of devils",136,"Dua during restless sleep","أَعُوذُ بِكَلِمَاتِ اللهِ التَّامَّةِ مِنْ غَضَبِهِ وَعِقَابِهِ ، وَشَرِّ عِبَادِهِ وَمِنْ هَمَزَاتِ الشَّيَاطِينِ وَأَنْ يَحْضُرُونِ","""`Amr bin Shu`aib narrated from his father, from his grandfather, that the Messenger of Allah (May peace be upon him) said:
“When one of you becomes frightened during sleep, then let him say: ‘I seek refuge in Allah’s Perfect Words from His anger, His punishment, and the evil of His creatures, from the whisperings of the Shayatin, and that they should come (A`ūdhu bikalimātillāhit-tāmmati min ghaḍabihī wa `iqābihī wa sharri `ibādih, wa min hamazātish-shayāṭīni wa an yaḥḍurūn).’ For verily, they shall not harm him.” He said: “So `Abdullah bin `Amr used to teach it to those of his children who attained maturity, and those of them who did not, he would write it on a sheet and then hang it around his neck.”""",0,"""Reference : Jami` at-Tirmidhi 3528
In-book reference : Book 48, Hadith 159
English translation : Vol. 6, Book 45, Hadith 3528""","میں اللہ کے غضب،عقاب، اسکے بندوں کے فساد، شیطانی وساوس اور ان (شیطانوں) کے ہمارے پاس آنے سے اللہ کے پورے کلمات کی پناہ مانگتا ہوں۔",109
Morning/Evening,no,dua_137,"Qul huwa Allahu ahad (1) Allahu alssamad (2) Lam yalid walam yoolad (3) wa lam yakul-lahuۥ kufuwan ahad (4)","Say, ""He is Allah, [who is] One (1) Allah, the Eternal Refuge. (2) He neither begets nor is born (3) Nor is there to Him any equivalent.(4)",137,"Dua for Morning & Evening","قُلْ هُوَ ٱللَّهُ أَحَدٌ ﴿١﴾ ٱللَّهُ ٱلصَّمَدُ ﴿٢﴾ لَمْ يَلِدْ وَلَمْ يُولَدْ ﴿٣﴾ وَلَمْ يَكُن لَّهُۥ كُفُوًا أَحَدٌۢ ﴿٤﴾",na,0,"""Sunan Abi Dawud 5082
In-book reference: Book 43, Hadith 310
English translation: Book 42, Hadith 5064""","(اے نبئ مکرّم!) آپ فرما دیجئے: وہ اﷲ ہے جو یکتا ہے ﴿١﴾ اﷲ سب سے بے نیاز، سب کی پناہ اور سب پر فائق ہے ﴿٢﴾ نہ اس سے کوئی پیدا ہوا ہے اور نہ ہی وہ پیدا کیا گیا ہے ﴿٣﴾ اور نہ ہی اس کا کوئی ہمسر ہے ﴿٤﴾",110
"40 Rabbanas",no,dua_139,"Rabbana taqabbal minna innaka antas Sameeaul Aleem","Our Lord! Accept (this service) from us: For Thou art the All-Hearing, the All-knowing",138,"Rabbana 1"," رَبَّنَا تَقَبَّلْ مِنَّآ ۖ إِنَّكَ أَنتَ ٱلسَّمِيعُ ٱلْعَلِيمُ","""1. This du`a was read by Ibrahim and Ismail u when they completed the building of the Ka’bah
Ref: Ibn e Kathir p. 371
2. The lesson is that a person must not be satisfied with actions only. Rather, after the action, be humble and beg Allah to accept it. This is taught from the action of Ibrahim (a.s). After completing such a lofty action he does not express pride, rather he asks Allah to accept the action""",0,"البقرة :127","ہمارے پروردگار! تو ہم سے قبول فرما، تو ہی سننے واﻻ اور جاننے واﻻ ہے",1
"40 Rabbanas",no,dua_140,"Rabbana wa-j'alna Muslimayni laka wa min Dhurriyatina 'Ummatam Muslimatan’lak wa 'Arina Manasikana wa tub 'alayna 'innaka 'antat-Tawwabu-Raheem","Our Lord! And make us submissive unto Thee and of our seed a nation submissive unto Thee, and show us our ways of worship, and relent toward us. Lo! Thou, only Thou, art the Relenting, the Merciful.",139,"Rabbana 2","رَبَّنَا وَٱجْعَلْنَا مُسْلِمَيْنِ لَكَ وَمِن ذُرِّيَّتِنَآ أُمَّةً مُّسْلِمَةً لَّكَ وَأَرِنَا مَنَاسِكَنَا وَتُبْ عَلَيْنَآ ۖ إِنَّكَ أَنتَ ٱلتَّوَّابُ ٱلرَّحِيمُ","""1. This is also the du`a of Ibrahim (a.s).
2. This du’a is the end result of Ibrahim’s fear and recognition of Allah after completing actions. Whilst being obedient and subservient. One should make this du`a for obedience and subservience to Allah alone. The reason is that when the recognition of Allah I is increased in a person his realisation is also increased. Ibrahim also made du`a for his offspring. The close servants of Allah are more concerned about the spiritual welfare of their offspring especially their welfare in the Aakhirah. Another reason for praying for the off-spring is that they may, by their good deeds set a good example to future generations and the nation of Islam will benefit as a whole.
Ref: Mariful Qur’an vol. 1. P328/9""",0,"البقرة :128","اے ہمارے رب! ہمیں اپنا فرمانبردار بنا لے اور ہماری اوﻻد میں سے بھی ایک جماعت کو اپنی اطاعت گزار رکھ اور ہمیں اپنی عبادتیں سکھا اور ہماری توبہ قبول فرما، تو توبہ قبول فرمانے واﻻ اور رحم وکرم کرنے واﻻ ہے",2
"40 Rabbanas",no,dua_141,"Rabbana atina fi’dunya hasanatan’wa fil 'akhirati hasanatan’waqina 'adhaban-nar","""Our Lord! Give unto us in the world that which is good and in the Hereafter that which is good, and guard us from the doom of Fire.""",140,"Rabbana 3"," رَبَّنَآ ءَاتِنَا فِى ٱلدُّنْيَا حَسَنَةً وَفِى ٱلْءَاخِرَةِ حَسَنَةً وَقِنَا عَذَابَ ٱلنَّارِ","""1. Rasulullah (pbuh) used to recite this du`a very often.
Ref: Mariful Quraan P. 492 and Tafseer Mazhiri P. 403 from Anas
2. This du`a is masnun especially during tawaaf.
3. Allama Bagawi (a.s) narrates that Anas (a.s) said: Once Rasulullah (pbuh) saw a person who became so thin and weak like a bird hatching out from an egg. Nabi (pbuh) asked him: Do you make du`a to Allah? He replied: O Rasulullah (pbuh) I used to make this du`a: “O Allah! What punishment you are to give me in the Akhirah, give it to me in this world”.
Ref: Tafsir Mazhari - P 403 - from Muslim
4. Abdullah bin Saaib (a.s) relates that Rasulullah (pbuh) used to recite the above du`a between Rukn Jamah and Rukn Aswad.
Ref: Ibid - From Abu Dawud, Nasai, Ibn Hibban, Hakim
5. Abu Hasan bin Dahhak (R.A.) narrates that Anas (a.s) used to say that even if Rasulullah (pbuh) used to make du`a a hundred times he would begin with the above du`a and end off with it as well, and if he used to make two du`a then one of it used to be the above.
Ref: Ibid - Ibn Abi Shaiba
6. Naqi bin Makhlad (R.A.) narrates from Anas (a.s) the above ayah used to be in the beginning of Rasulullah’s (pbuh) du`a, the middle and at the end.
7. Anas bin Malik (a.s) narrates that Rasulullah (pbuh) used to recite the above du`a.
Ref: Ibn Kathir - P 251 - F
rom Bukhari
8. Ibn Abbas (a.s) narrates that Rasulullah (pbuh) said “I do not pass any corner (at the time of tawaaf), but I see an angel at that corner saying Ameen”. Thus when you pass by it, recite the above du`a.
Ref: Ibid""",0,"البقرة :201","اے ہمارے رب! ہمیں دنیا میں نیکی دے اور آخرت میں بھی بھلائی عطا فرما اور ہمیں عذاب جہنم سے نجات دے",3
"40 Rabbanas",no,dua_142,"Rabbana afrigh 'alayna sabran wa thabbit aqdamana wansurna 'alal-qawmil-kafirin","Our Lord! Bestow on us endurance, make our foothold sure, and give us help against the disbelieving folk",141,"Rabbana 4"," رَبَّنَآ أَفْرِغْ عَلَيْنَا صَبْرًا وَثَبِّتْ أَقْدَامَنَا وَٱنصُرْنَا عَلَى ٱلْقَوْمِ ٱلْكَٰفِرِينَ","1. This du’a was read by the believers when they were at war with Jaloot. Before the army confronted them, they recited this du’a.",0,"البقرة :250","اے پروردگار! ہمیں صبر دے، ﺛابت قدمی دے اور قوم کفار پر ہماری مدد فرما",4
"40 Rabbanas",no,dua_143,"Rabbana la tu'akhidhna in-nasina aw akhta'na","Our Lord! Condemn us not if we forget, or miss the mark!",142,"Rabbana 5"," رَبَّنَا لَا تُؤَاخِذْنَآ إِن نَّسِينَآ أَوْ أَخْطَأْنَا ۚ ",na,0,"البقرة :286","اے ہمارے رب! اگر ہم بھول گئے ہوں یا خطا کی ہو تو ہمیں نہ پکڑنا",5
"40 Rabbanas",no,dua_144,"Rabbana wala tahmil alayna isran kama hamaltahu 'alal-ladheena min qablina","Our Lord! Lay not on us a burden Like that which Thou didst lay on those before us",143,"Rabbana 6","رَبَّنَا وَلَا تَحْمِلْ عَلَيْنَآ إِصْرًا كَمَا حَمَلْتَهُۥ عَلَى ٱلَّذِينَ مِن قَبْلِنَا",na,0,"البقرة :286","اے ہمارے رب! ہم پر وه بوجھ نہ ڈال جو ہم سے پہلے لوگوں پر ڈاﻻ تھا",6
"40 Rabbanas",no,dua_145,"Rabbana wala tuhammilna ma la taqata lana bihi wa'fu anna waghfir lana warhamna anta mawlana fansurna 'alal-qawmil kafireen","Our Lord! Impose not on us that which we have not the strength to bear! Pardon us, absolve us and have mercy on us, Thou, our Protector, and give us victory over the disbelieving folk.",144,"Rabbana 7","رَبَّنَا وَلَا تُحَمِّلْنَا مَا لَا طَاقَةَ لَنَا بِهِۦ ۖ وَٱعْفُ عَنَّا وَٱغْفِرْ لَنَا وَٱرْحَمْنَآ ۚ أَنتَ مَوْلَىٰنَا فَٱنصُرْنَا عَلَى ٱلْقَوْمِ ٱلْكَٰفِرِينَ","""1. A narration by Abu Hurairah (a.s) in Bukhari and Muslim proves that the above du`a when made by Nabi (pbuh) was accepted.
Ref: Tafsir Mazhari Vol. 2. P. 165
2. Ibn Abbas (a.s) narrates: We, as a group were sitting in the company of Nabi (pbuh). Jibra’il (a.s) was also present. Suddenly, the sound of a door opening was heard from above. Jibra ’il (a.s) lifted his gaze to see. He then said “The door that has now opened does not open normally”.
Ref: Muslim
3. which were not given to any Rasul before you. The first is Suratul Fatihah and the second is the concluding ayah of Suratul Baqarah. If you read even one letter from it, you will attain that celestial light”.
Ref: Mazhari P. 167""",0,"البقرة :286","اے ہمارے رب! ہم پر وه بوجھ نہ ڈال جس کی ہمیں طاقت نہ ہو اور ہم سے درگزر فرما! اور ہمیں بخش دے اور ہم پر رحم کر! تو ہی ہمارا مالک ہے، ہمیں کافروں کی قوم پر غلبہ عطا فرما",7
"40 Rabbanas",no,dua_146,"Rabbana la tuzigh quloobana ba'da idh hadaytana wa hab lana milladunka rahmah innaka antal Wahhab","Our Lord! Cause not our hearts to stray after Thou hast guided us, and bestow upon us mercy from Thy Presence. Lo! Thou, only Thou, art the Bestower.",145,"Rabbana 8","رَبَّنَا لَا تُزِغْ قُلُوبَنَا بَعْدَ إِذْ هَدَيْتَنَا وَهَبْ لَنَا مِن لَّدُنكَ رَحْمَةً ۚ إِنَّكَ أَنتَ ٱلْوَهَّابُ","""1. Aisha (a.s) narrates, Rasulullah (pbuh) used to recite this du`a when awakening in the morning.
Ref: Ibn Kathir Vol. 1. P. 356""",0,"آل عمران :8","اے ہمارے رب! ہمیں ہدایت دینے کے بعد ہمارے دل ٹیڑھے نہ کردے اور ہمیں اپنے پاس سے رحمت عطا فرما، یقیناً تو ہی بہت بڑی عطا دینے واﻻ ہے",8
"40 Rabbanas",no,dua_147,"Rabbana innaka jami'unnasi li-Yawmil la rayba fi innAllaha la yukhliful mi'aad","Our Lord! Lo! it is Thou Who gatherest mankind together to a Day of which there is no doubt. Lo! Allah faileth not to keep the tryst.",146,"Rabbana 9","رَبَّنَآ إِنَّكَ جَامِعُ ٱلنَّاسِ لِيَوْمٍ لَّا رَيْبَ فِيهِ ۚ إِنَّ ٱللَّهَ لَا يُخْلِفُ ٱلْمِيعَادَ","""1. The ayah (du`a) before this ayah was concerning steadfastness. Subsequently this du`a was not revealed for any worldly motives. It was solely made for the Akhirah and to seek refuge from Jahannum, as our belief is “O Allah You are going to gather us on such a day regarding which there is no doubt”
Ref: Mariful Qur’an - Vol. 2. P. 23""",0,"آل عمران :9","اے ہمارے رب! تو یقیناً لوگوں کوایک دن جمع کرنے واﻻ ہے جس کے آنے میں کوئی شک نہیں، یقیناً اللہ تعالیٰ وعده خلافی نہیں کرتا",9
"40 Rabbanas",no,dua_148,"Rabbana innana amanna faghfir lana dhunuubana wa qinna 'adhaban-Naar","Our Lord! Lo! we believe. So forgive us our sins and guard us from the punishment of Fire",147,"Rabbana 10"," رَبَّنَآ إِنَّنَآ ءَامَنَّا فَٱغْفِرْ لَنَا ذُنُوبَنَا وَقِنَا عَذَابَ ٱلنَّارِ","""1. Making a du`a of this nature is the quality of (those who fear
Allah) by being cautious regarding the law of shariah.""",0,"آل عمران :16","اے ہمارے رب! ہم ایمان ﻻ چکے اس لئے ہمارے گناه معاف فرما اور ہمیں آگ کے عذاب سے بچا",10
"40 Rabbanas",no,dua_149,"Rabbana amanna bima anzalta wattaba 'nar-Rusula fak-tubna ma'ash-Shahideen","Our Lord! We believe in that which Thou hast revealed and we follow him whom Thou hast sent. Enrol us among those who witness (to the truth).",148,"Rabbana 11","رَبَّنَآ ءَامَنَّا بِمَآ أَنزَلْتَ وَٱتَّبَعْنَا ٱلرَّسُولَ فَٱكْتُبْنَا مَعَ ٱلشَّٰهِدِينَ","""1. This du`a was made by the helpers of Esa (a.s). When Esa (a.s) asked his nation that who amongst them will be his helpers. They agreed and read this du`a as emphasis of their claim.
Ref: Mariful Quran Vol. 2. P. 70""",0,"آل عمران :53","اے ہمارے پالنے والے معبود! ہم تیری اتاری ہوئی وحی پر ایمان ﻻئے اور ہم نے تیرے رسول کی اتباع کی، پس تو ہمیں گواہوں میں لکھ لے",11
"40 Rabbanas",no,dua_150,"Rabbana-ghfir lana dhunuubana wa israfana fi amrina wa thabbit aqdamana wansurna 'alal qawmil kafireen","Our Lord! forgive us for our sins and wasted efforts, make our foothold sure, and give us victory over the disbelieving folk.",149,"Rabbana 12","رَبَّنَا ٱغْفِرْ لَنَا ذُنُوبَنَا وَإِسْرَافَنَا فِىٓ أَمْرِنَا وَثَبِّتْ أَقْدَامَنَا وَٱنصُرْنَا عَلَى ٱلْقَوْمِ ٱلْكَٰفِرِينَ","""1. No person can be assured that the good actions he is doing presently will be done continually. Therefore we should express regret on the deficiency of our present actions and make it a habit to make du`a for steadfastness in regard to our future actions. In the above du`a, firstly, forgiveness is being sought for previously committed sins. This is an indication to the fact that whatever difficulties / problems befalls a person, be it in the form of defeat from the enemies or any other problem, is in reality the consequence of a person’s sins. The remedy for which is seeking repentance and forgiveness.
Ref: Mariful Quran Vol. 2. P. 201
2. This ayah teaches us that whenever any calamity befalls a person, then together with utilising physical means, one should also make
du`a and ask for repentance as most of the calamities that befall a person are due to one’s sins.
Ref: Bayanul Qur’an P. 62""",0,"آل عمران :147]""","اے پروردگار! ہمارے گناہوں کو بخش دے اور ہم سے ہمارے کاموں میں جو بے جا زیادتی ہوئی ہے اسے بھی معاف فرما اور ہمیں ﺛابت قدمی عطا فرما اور ہمیں کافروں کی قوم پر مدد دے",12
"40 Rabbanas",no,dua_151,"Rabbana ma khalaqta hadha batilan Subhanaka faqina 'adhaban-Naar","Our Lord! Thou createdst not this in vain. Glory be to Thee! Preserve us from the doom of Fire.",150,"Rabbana 13"," رَبَّنَا مَا خَلَقْتَ هَٰذَا بَٰطِلًا سُبْحَٰنَكَ فَقِنَا عَذَابَ ٱلنَّارِ",na,0,"[آل عمران :191]","اے ہمارے پروردگار! تو نے یہ بے فائده نہیں بنایا، تو پاک ہے پس ہمیں آگ کے عذاب سے بچا لے",13
"40 Rabbanas",no,dua_152,"Rabbana innaka man tudkhilin nara faqad akhzaytahu wa ma liDh-dhalimeena min ansar","Our Lord! Whom Thou causest to enter the Fire: him indeed Thou hast confounded. For evil-doers there will be no helpers.",151,"Rabbana 14","رَبَّنَآ إِنَّكَ مَن تُدْخِلِ ٱلنَّارَ فَقَدْ أَخْزَيْتَهُۥ ۖ وَمَا لِلظَّٰلِمِينَ مِنْ أَنصَارٍ",na,0,"آل عمران :192","اے ہمارے پالنے والے! تو جسے جہنم میں ڈالے یقیناً تو نے اسے رسوا کیا، اور ﻇالموں کا مددگار کوئی نہیں",14
"40 Rabbanas",no,dua_153,"Rabbana innana sami'na munadiyan-yunadi lil-imani an aminu bi Rabbikum fa'aamanna","Our Lord! We have heard the call of one calling (Us) to Faith, 'Believe ye in the Lord,' and we have believed.",152,"Rabbana 15","رَّبَّنَآ إِنَّنَا سَمِعْنَا مُنَادِيًا يُنَادِى لِلْإِيمَٰنِ أَنْ ءَامِنُوا۟ بِرَبِّكُمْ فَـَٔامَنَّا ۚ",na,0,"آل عمران :193","اے ہمارے رب! ہم نے سنا کہ منادی کرنے واﻻ بآواز بلند ایمان کی طرف بلا رہا ہے کہ لوگو! اپنے رب پر ایمان لاؤ، پس ہم ایمان ﻻئے",15
"40 Rabbanas",no,dua_154,"Rabbana faghfir lana dhunoobana wa kaffir 'ana sayyi'aatina wa tawaffana ma'al Abrar","Our Lord! Therefor forgive us our sins, and remit from us our evil deeds, and make us die the death of the righteous.",153,"Rabbana 16","رَبَّنَا فَٱغْفِرْ لَنَا ذُنُوبَنَا وَكَفِّرْ عَنَّا سَيِّـَٔاتِنَا وَتَوَفَّنَا مَعَ ٱلْأَبْرَارِ",na,0,"آل عمران :193","یا الٰہی اب تو ہمارے گناه معاف فرما اور ہماری برائیاں ہم سے دور کر دے اور ہماری موت نیکوں کے ساتھ کر",16
"40 Rabbanas",no,dua_155,"Rabbana wa 'atina ma wa'adtana 'ala rusulika wa la tukhzina yawmal-Qiyamah innaka la tukhliful mi'aad","Our Lord! And give us that which Thou hast promised to us by Thy messengers. Confound us not upon the Day of Resurrection. Lo! Thou breakest not the tryst.",154,"Rabbana 17","رَبَّنَا وَءَاتِنَا مَا وَعَدتَّنَا عَلَىٰ رُسُلِكَ وَلَا تُخْزِنَا يَوْمَ ٱلْقِيَٰمَةِ ۗ إِنَّكَ لَا تُخْلِفُ ٱلْمِيعَادَ","""1. The meaning of these du`a (from 13-17) includes all the
objectives/needs that a person wishes for: The final objective of any person is twofold:
1. Gaining entry into Jannat.
2. Saving onself from the fire of Jahannum.
And for these two objectives, there are two conditions: bedience and Being free from sin. Therefore, it adds up to four
All the above are rendered in the above ayaat
Ref: Bayanul Qur’an Vol. 2. P. 85
2. Rasulullah (pbuh) said “Destruction be to that person who recites these verses and does not ponder regarding them”
Ref: Ayah190 /1 Ibn Kathir Vol. 1. P. 450
3. Abu Hurairah (a.s) narrates, Rasulullah (pbuh) used to recite the last 10 ayaat of Surah Al Imran every night.
Ref: Al Imran Ibn Kathir Vol. 1. P. 451""",0,"آل عمران :194","اے ہمارے پالنے والے معبود! ہمیں وه دے جس کا وعده تو نے ہم سے اپنے رسولوں کی زبانی کیا ہے اور ہمیں قیامت کے دن رسوا نہ کر، یقیناً تو وعده خلافی نہیں کرتا",17
"40 Rabbanas",no,dua_156,"Rabbana aamana faktubna ma' ash-shahideen","Our Lord, we believe. Inscribe us as among the witnesses.",155,"Rabbana 18","رَبَّنَآ ءَامَنَّا فَٱكْتُبْنَا مَعَ ٱلشَّٰهِدِينَ","""1. The word “Amanna” does not refer to the Ahlul-Kitab’s past Iman but it refers to their bringing Iman of the present and being included amongst the group of believers. The word Rabbana clarifies that they are bringing the true Iman and not the superficial
Iman like the hypocrites. By the word “Ash-shahidin” the ummah of Nabi (pbuh) is meant, those who will give testimony regarding the conveyance of the message of Nabi.
Ref: Tafsir Mazhari Vol. 4. P. 18""",0,"المائدة :83","اے ہمارے رب! ہم ایمان لے آئے پس تو ہم کو بھی ان لوگوں کے ساتھ لکھ لے جو تصدیق کرتے ہیں",18
"40 Rabbanas",no,dua_157,"Rabbana anzil 'alayna ma'idatam minas-Samai takunu lana 'idal li-awwa-lina wa aakhirna wa ayatam-minka war-zuqna wa anta Khayrul-Raziqeen","O Allah, Lord of us! Send down for us a table spread with food from heaven, that it may be a feast for us, for the first of us and for the last of us, and a sign from Thee. Give us sustenance, for Thou art the Best of Sustainers.",156,"Rabbana 19"," رَبَّنَآ أَنزِلْ عَلَيْنَا مَآئِدَةً مِّنَ ٱلسَّمَآءِ تَكُونُ لَنَا عِيدًا لِّأَوَّلِنَا وَءَاخِرِنَا وَءَايَةً مِّنكَ ۖ وَٱرْزُقْنَا وَأَنتَ خَيْرُ ٱلرَّٰزِقِينَ","""1. This du`a was made by Esa (a.s) at the request of his helpers. They requested him to make du`a that Allah send down food from the skies so that they might eat and their hearts can be at ease and be satisfied that Esa (a.s) had spoken regarding his Rabb (Allah). When Esa (a.s) saw that their objective was valid he made this du`a.
Ref: Mariful Qur’an Vol. 3. P. 267""",0,"المائدة :114","اے اللہ اے ہمارے پروردگار! ہم پر آسمان سے کھانا نازل فرما! کہ وه ہمارے لئے یعنی ہم میں جو اول ہیں اور جو بعد کے ہیں سب کے لئے ایک خوشی کی بات ہوجائے اور تیری طرف سے ایک نشانی ہوجائے اور تو ہم کو رزق عطا فرمادے اور تو سب عطا کرنے والوں سے اچھا ہے",19
"40 Rabbanas",no,dua_158,"Rabbana zalamna anfusana wa il lam taghfir lana wa tarhamna lana kunana minal-khasireen","Our Lord! We have wronged ourselves. If thou forgive us not and have not mercy on us, surely we are of the lost!",157,"Rabbana 20","رَبَّنَا ظَلَمْنَآ أَنفُسَنَا وَإِن لَّمْ تَغْفِرْ لَنَا وَتَرْحَمْنَا لَنَكُونَنَّ مِنَ ٱلْخَٰسِرِينَ","""1. This ayah proved that if a person’s minor sins are not forgiven, he will be punished for it as well.
Ref: Tafsir Mazhari Vol. 4. P. 283""",0,"الأعراف :23","اے ہمارے رب! ہم نے اپنا بڑا نقصان کیا اور اگر تو ہماری مغفرت نہ کرے گا اور ہم پر رحم نہ کرے گا تو واقعی ہم نقصان پانے والوں میں سے ہوجائیں گے",20
